lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-05-02 22:29:59.624658,,,,,21.0,0.12210450321435928,0.0006593406433239579,-18.37354278564453,0.12248444557189941,0.0005722824134863913,-18.3731632232666,,,
,2023-05-02 22:29:59.639894,,,,,21.0,,,,,,,0.1298564225435257,0.0039237565360963345,-18.130929946899414
0.02,2023-05-02 22:31:56.994266,,,,,,,,,,,,,,
,2023-05-02 22:31:57.530055,0.03671393543481827,0.0001335839624516666,-18.548847198486328,5549.0,22.0,,,,,,,,,
0.02,2023-05-02 22:32:23.810015,,,,,,,,,,,,,,
,2023-05-02 22:32:24.345266,0.1602116972208023,0.0007672414067201316,-18.516197204589844,5599.0,22.0,,,,,,,,,
0.02,2023-05-02 22:32:50.581393,,,,,,,,,,,,,,
,2023-05-02 22:32:51.132635,0.15313324332237244,0.0008323348592966795,-18.61322021484375,5649.0,22.0,,,,,,,,,
0.02,2023-05-02 22:33:17.418713,,,,,,,,,,,,,,
,2023-05-02 22:33:17.946502,0.1713382452726364,0.0007573931361548603,-18.684062957763672,5699.0,22.0,,,,,,,,,
0.02,2023-05-02 22:33:44.690394,,,,,,,,,,,,,,
,2023-05-02 22:33:45.309338,0.48659536242485046,0.23895712196826935,-18.456968307495117,5749.0,22.0,,,,,,,,,
,2023-05-02 22:33:47.973798,,,,,22.0,0.16839735209941864,0.0008874563500285149,-18.776918411254883,0.0909002274274826,0.0003569226246327162,-18.854415893554688,,,
,2023-05-02 22:33:47.983832,,,,,22.0,,,,,,,0.12822608649730682,0.004231455735862255,-18.59225082397461
0.02,2023-05-02 22:34:19.449233,,,,,,,,,,,,,,
,2023-05-02 22:34:20.004776,0.14274463057518005,0.0006157011957839131,-18.888103485107422,5799.0,23.0,,,,,,,,,
0.02,2023-05-02 22:34:50.429074,,,,,,,,,,,,,,
,2023-05-02 22:34:51.052411,0.06591781228780746,0.00022087720572017133,-19.051347732543945,5849.0,23.0,,,,,,,,,
0.02,2023-05-02 22:35:19.534661,,,,,,,,,,,,,,
,2023-05-02 22:35:20.161714,0.12579882144927979,0.0005016399081796408,-19.0770206451416,5899.0,23.0,,,,,,,,,
0.02,2023-05-02 22:35:47.641689,,,,,,,,,,,,,,
,2023-05-02 22:35:48.177042,0.24685068428516388,0.001514903618954122,-19.040674209594727,5949.0,23.0,,,,,,,,,
0.02,2023-05-02 22:36:17.787615,,,,,,,,,,,,,,
,2023-05-02 22:36:19.964309,0.08860551565885544,0.0002967617765534669,-19.28278350830078,5999.0,23.0,,,,,,,,,
,2023-05-02 22:36:21.963265,,,,,23.0,0.12627094984054565,0.0004861040215473622,-19.24678611755371,0.1275433599948883,0.0007877044263295829,-19.245513916015625,,,
,2023-05-02 22:36:21.979006,,,,,23.0,,,,,,,0.11200074106454849,0.0009924594778567553,-19.04562759399414
0.02,2023-05-02 22:38:36.078210,,,,,,,,,,,,,,
,2023-05-02 22:38:36.703979,0.057114969938993454,0.00019792675448115915,-19.39729881286621,6049.0,24.0,,,,,,,,,
0.02,2023-05-02 22:39:06.456538,,,,,,,,,,,,,,
,2023-05-02 22:39:06.991010,0.07423650473356247,0.0002691445988602936,-19.46238136291504,6099.0,24.0,,,,,,,,,
,2023-05-02 22:39:07.001297,,,,,24.0,,,,,,,0.13402059674263,0.0024474477395415306,-19.321714401245117
